Title,"HE student enrolment FTE by HE provider, level of study and academic year","","","","",""
Location,UK,"","","","",""
Academic years,2014/15 to 2020/21,"","","","",""
Data source,HESA,"","","","",""
Data collection,"051, 054","","","","",""
Data source link,https://www.hesa.ac.uk/data-and-analysis/students/table-2,"","","","",""
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/students/table-2.csv,"","","","",""
Licence,Creative Commons Attribution 4.0 International Licence,"","","","",""
Code page,Unicode UTF-8,"","","","",""
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,"","","","",""
Table 2014/15 total,1902320,"","","","",""
Table 2015/16 total,1933915,"","","","",""
Table 2016/17 total,1985695,"","","","",""
Table 2017/18 total,2035365,"","","","",""
Table 2018/19 total,2076095,"","","","",""
Table 2019/20 total,2147900,"","","","",""
Table 2020/21 total,2286840,"","","","",""
"","","","","","",""
Last updated,February 22,"","","","",""
"","","","","","",""
UKPRN,HE provider,Country of HE provider,Region of HE provider,Academic Year,Level of study,Number
10007784,University College London,All,All,2019/20,Postgraduate (research),5180
10007784,University College London,All,All,2019/20,Postgraduate (taught),12650
10007784,University College London,All,All,2019/20,First degree,18695
10007784,University College London,All,All,2019/20,Other undergraduate,380
10007784,University College London,All,All,2019/20,Total,36900
10007784,University College London,England,All,2019/20,Postgraduate (research),5180
10007784,University College London,England,All,2019/20,Postgraduate (taught),12650
10007784,University College London,England,All,2019/20,First degree,18695
10007784,University College London,England,All,2019/20,Other undergraduate,380
10007784,University College London,England,All,2019/20,Total,36900
10007784,University College London,England,London,2018/19,Postgraduate (research),5030
10007784,University College London,England,London,2018/19,Postgraduate (taught),12080
10007784,University College London,England,London,2018/19,First degree,18260
10007784,University College London,England,London,2018/19,Other undergraduate,530
10007784,University College London,England,London,2018/19,Total,35895
10007784,University College London,All,London,2018/19,Postgraduate (research),5030
10007784,University College London,All,London,2018/19,Postgraduate (taught),12080
10007784,University College London,All,London,2018/19,First degree,18260
10007784,University College London,All,London,2018/19,Other undergraduate,530
10007784,University College London,All,London,2018/19,Total,35895
10007784,University College London,All,All,2018/19,Postgraduate (research),5030
10007784,University College London,All,All,2018/19,Postgraduate (taught),12080
10007784,University College London,All,All,2018/19,First degree,18260
10007784,University College London,All,All,2018/19,Other undergraduate,530
10007784,University College London,All,All,2018/19,Total,35895
10007784,University College London,England,All,2018/19,Postgraduate (research),5030
10007784,University College London,England,All,2018/19,Postgraduate (taught),12080
10007784,University College London,England,All,2018/19,First degree,18260
10007784,University College London,England,All,2018/19,Other undergraduate,530
10007784,University College London,England,All,2018/19,Total,35895
10007784,University College London,England,London,2017/18,Postgraduate (research),4915
10007784,University College London,England,London,2017/18,Postgraduate (taught),11370
10007784,University College London,England,London,2017/18,First degree,17890
10007784,University College London,England,London,2017/18,Other undergraduate,610
10007784,University College London,England,London,2017/18,Total,34785
10007784,University College London,All,London,2017/18,Postgraduate (research),4915
10007784,University College London,All,London,2017/18,Postgraduate (taught),11370
10007784,University College London,All,London,2017/18,First degree,17890
10007784,University College London,All,London,2017/18,Other undergraduate,610
10007784,University College London,All,London,2017/18,Total,34785
10007784,University College London,All,All,2017/18,Postgraduate (research),4915
10007784,University College London,All,All,2017/18,Postgraduate (taught),11370
10007784,University College London,All,All,2017/18,First degree,17890
10007784,University College London,All,All,2017/18,Other undergraduate,610
10007784,University College London,All,All,2017/18,Total,34785
10007784,University College London,England,All,2017/18,Postgraduate (research),4915
10007784,University College London,England,All,2017/18,Postgraduate (taught),11370
10007784,University College London,England,All,2017/18,First degree,17890
10007784,University College London,England,All,2017/18,Other undergraduate,610
10007784,University College London,England,All,2017/18,Total,34785
10007784,University College London,England,London,2016/17,Postgraduate (research),4985
10007784,University College London,England,London,2016/17,Postgraduate (taught),10230
10007784,University College London,England,London,2016/17,First degree,16970
10007784,University College London,England,London,2016/17,Other undergraduate,610
10007784,University College London,England,London,2016/17,Total,32795
10007784,University College London,All,London,2016/17,Postgraduate (research),4985
10007784,University College London,All,London,2016/17,Postgraduate (taught),10230
10007784,University College London,All,London,2016/17,First degree,16970
10007784,University College London,All,London,2016/17,Other undergraduate,610
10007784,University College London,All,London,2016/17,Total,32795
10007784,University College London,All,All,2016/17,Postgraduate (research),4985
10007784,University College London,All,All,2016/17,Postgraduate (taught),10230
10007784,University College London,All,All,2016/17,First degree,16970
10007784,University College London,All,All,2016/17,Other undergraduate,610
10007784,University College London,All,All,2016/17,Total,32795
10007784,University College London,England,All,2016/17,Postgraduate (research),4985
10007784,University College London,England,All,2016/17,Postgraduate (taught),10230
10007784,University College London,England,All,2016/17,First degree,16970
10007784,University College London,England,All,2016/17,Other undergraduate,610
10007784,University College London,England,All,2016/17,Total,32795
10007784,University College London,England,London,2015/16,Postgraduate (research),5020
10007784,University College London,England,London,2015/16,Postgraduate (taught),9815
10007784,University College London,England,London,2015/16,First degree,16250
10007784,University College London,England,London,2015/16,Other undergraduate,715
10007784,University College London,England,London,2015/16,Total,31790
10007784,University College London,All,London,2015/16,Postgraduate (research),5020
10007784,University College London,All,London,2015/16,Postgraduate (taught),9815
10007784,University College London,All,London,2015/16,First degree,16250
10007784,University College London,All,London,2015/16,Other undergraduate,715
10007784,University College London,All,London,2015/16,Total,31790
10007784,University College London,All,All,2015/16,Postgraduate (research),5020
10007784,University College London,All,All,2015/16,Postgraduate (taught),9815
10007784,University College London,All,All,2015/16,First degree,16250
10007784,University College London,All,All,2015/16,Other undergraduate,715
10007784,University College London,All,All,2015/16,Total,31790
10007784,University College London,England,All,2015/16,Postgraduate (research),5020
10007784,University College London,England,All,2015/16,Postgraduate (taught),9815
10007784,University College London,England,All,2015/16,First degree,16250
10007784,University College London,England,All,2015/16,Other undergraduate,715
10007784,University College London,England,All,2015/16,Total,31790
10007784,University College London,England,London,2014/15,Postgraduate (research),4435
10007784,University College London,England,London,2014/15,Postgraduate (taught),7105
10007784,University College London,England,London,2014/15,First degree,15115
10007784,University College London,England,London,2014/15,Other undergraduate,375
10007784,University College London,England,London,2014/15,Total,27030
10007784,University College London,All,London,2014/15,Postgraduate (research),4435
10007784,University College London,All,London,2014/15,Postgraduate (taught),7105
10007784,University College London,All,London,2014/15,First degree,15115
10007784,University College London,All,London,2014/15,Other undergraduate,375
10007784,University College London,All,London,2014/15,Total,27030
10007784,University College London,All,All,2014/15,Postgraduate (research),4435
10007784,University College London,All,All,2014/15,Postgraduate (taught),7105
10007784,University College London,All,All,2014/15,First degree,15115
10007784,University College London,All,All,2014/15,Other undergraduate,375
10007784,University College London,All,All,2014/15,Total,27030
10007784,University College London,England,All,2014/15,Postgraduate (research),4435
10007784,University College London,England,All,2014/15,Postgraduate (taught),7105
10007784,University College London,England,All,2014/15,First degree,15115
10007784,University College London,England,All,2014/15,Other undergraduate,375
10007784,University College London,England,All,2014/15,Total,27030
10007793,University of South Wales,Wales,Wales,2020/21,Postgraduate (research),230
10007793,University of South Wales,Wales,Wales,2020/21,Postgraduate (taught),2960
10007793,University of South Wales,Wales,Wales,2020/21,First degree,11980
10007793,University of South Wales,Wales,Wales,2020/21,Other undergraduate,2660
10007793,University of South Wales,Wales,Wales,2020/21,Total,17835
10007793,University of South Wales,All,Wales,2020/21,Postgraduate (research),230
10007793,University of South Wales,All,Wales,2020/21,Postgraduate (taught),2960
10007793,University of South Wales,All,Wales,2020/21,First degree,11980
10007793,University of South Wales,All,Wales,2020/21,Other undergraduate,2660
10007793,University of South Wales,All,Wales,2020/21,Total,17835
10007793,University of South Wales,All,All,2020/21,Postgraduate (research),230
10007793,University of South Wales,All,All,2020/21,Postgraduate (taught),2960
10007793,University of South Wales,All,All,2020/21,First degree,11980
10007793,University of South Wales,All,All,2020/21,Other undergraduate,2660
10007793,University of South Wales,All,All,2020/21,Total,17835
10007793,University of South Wales,Wales,All,2020/21,Postgraduate (research),230
10007793,University of South Wales,Wales,All,2020/21,Postgraduate (taught),2960
10007793,University of South Wales,Wales,All,2020/21,First degree,11980
10007793,University of South Wales,Wales,All,2020/21,Other undergraduate,2660
10007793,University of South Wales,Wales,All,2020/21,Total,17835
10007793,University of South Wales,Wales,Wales,2019/20,Postgraduate (research),245
10007793,University of South Wales,Wales,Wales,2019/20,Postgraduate (taught),2385
10007793,University of South Wales,Wales,Wales,2019/20,First degree,12130
10007793,University of South Wales,Wales,Wales,2019/20,Other undergraduate,2935
10007793,University of South Wales,Wales,Wales,2019/20,Total,17700
10007793,University of South Wales,All,Wales,2019/20,Postgraduate (research),245
10007793,University of South Wales,All,Wales,2019/20,Postgraduate (taught),2385
10007793,University of South Wales,All,Wales,2019/20,First degree,12130
10007793,University of South Wales,All,Wales,2019/20,Other undergraduate,2935
10007793,University of South Wales,All,Wales,2019/20,Total,17700
10007793,University of South Wales,All,All,2019/20,Postgraduate (research),245
10007793,University of South Wales,All,All,2019/20,Postgraduate (taught),2385
10007793,University of South Wales,All,All,2019/20,First degree,12130
10007793,University of South Wales,All,All,2019/20,Other undergraduate,2935
10007793,University of South Wales,All,All,2019/20,Total,17700
10007793,University of South Wales,Wales,All,2019/20,Postgraduate (research),245
10007793,University of South Wales,Wales,All,2019/20,Postgraduate (taught),2385
10007793,University of South Wales,Wales,All,2019/20,First degree,12130
10007793,University of South Wales,Wales,All,2019/20,Other undergraduate,2935
10007793,University of South Wales,Wales,All,2019/20,Total,17700
10007793,University of South Wales,Wales,Wales,2018/19,Postgraduate (research),225
10007793,University of South Wales,Wales,Wales,2018/19,Postgraduate (taught),1990
10007793,University of South Wales,Wales,Wales,2018/19,First degree,12030
10007793,University of South Wales,Wales,Wales,2018/19,Other undergraduate,3100
10007793,University of South Wales,Wales,Wales,2018/19,Total,17350
10007793,University of South Wales,All,Wales,2018/19,Postgraduate (research),225
10007793,University of South Wales,All,Wales,2018/19,Postgraduate (taught),1990
10007793,University of South Wales,All,Wales,2018/19,First degree,12030
10007793,University of South Wales,All,Wales,2018/19,Other undergraduate,3100
10007793,University of South Wales,All,Wales,2018/19,Total,17350
10007793,University of South Wales,All,All,2018/19,Postgraduate (research),225
