UKPRN,HE provider,Academic Year,Level of study,Number
10030776.0,St Mellitus College,2017/18,Postgraduate (research),0
10030776.0,St Mellitus College,2017/18,Postgraduate (taught),35
10030776.0,St Mellitus College,2017/18,First degree,250
10030776.0,St Mellitus College,2017/18,Other undergraduate,110
10030776.0,St Mellitus College,2016/17,Postgraduate (research),0
10030776.0,St Mellitus College,2016/17,Postgraduate (taught),0
10030776.0,St Mellitus College,2016/17,First degree,240
10030776.0,St Mellitus College,2016/17,Other undergraduate,80
10030776.0,St Mellitus College,2015/16,Postgraduate (research),0
10030776.0,St Mellitus College,2015/16,Postgraduate (taught),0
10030776.0,St Mellitus College,2015/16,First degree,240
10030776.0,St Mellitus College,2015/16,Other undergraduate,65
10030776.0,St Mellitus College,2014/15,Postgraduate (research),0
10030776.0,St Mellitus College,2014/15,Postgraduate (taught),0
10030776.0,St Mellitus College,2014/15,First degree,185
10030776.0,St Mellitus College,2014/15,Other undergraduate,40
10004320.0,The Metanoia Institute,2020/21,Postgraduate (research),0
10004320.0,The Metanoia Institute,2020/21,Postgraduate (taught),90
10004320.0,The Metanoia Institute,2020/21,First degree,140
10004320.0,The Metanoia Institute,2020/21,Other undergraduate,0
10004320.0,The Metanoia Institute,2019/20,Postgraduate (research),0
10004320.0,The Metanoia Institute,2019/20,Postgraduate (taught),85
10004320.0,The Metanoia Institute,2019/20,First degree,140
10004320.0,The Metanoia Institute,2019/20,Other undergraduate,0
10004320.0,The Metanoia Institute,2018/19,Postgraduate (research),0
10004320.0,The Metanoia Institute,2018/19,Postgraduate (taught),75
10004320.0,The Metanoia Institute,2018/19,First degree,125
10004320.0,The Metanoia Institute,2018/19,Other undergraduate,0
10004320.0,The Metanoia Institute,2017/18,Postgraduate (research),0
10004320.0,The Metanoia Institute,2017/18,Postgraduate (taught),145
10004320.0,The Metanoia Institute,2017/18,First degree,130
10004320.0,The Metanoia Institute,2017/18,Other undergraduate,0
10004320.0,The Metanoia Institute,2016/17,Postgraduate (research),0
10004320.0,The Metanoia Institute,2016/17,Postgraduate (taught),0
10004320.0,The Metanoia Institute,2016/17,First degree,105
10004320.0,The Metanoia Institute,2016/17,Other undergraduate,0
10004320.0,The Metanoia Institute,2015/16,Postgraduate (research),0
10004320.0,The Metanoia Institute,2015/16,Postgraduate (taught),0
10004320.0,The Metanoia Institute,2015/16,First degree,85
10004320.0,The Metanoia Institute,2015/16,Other undergraduate,15
10004351.0,Middlesex University,2020/21,Postgraduate (research),610
10004351.0,Middlesex University,2020/21,Postgraduate (taught),2295
10004351.0,Middlesex University,2020/21,First degree,13080
10004351.0,Middlesex University,2020/21,Other undergraduate,455
10004351.0,Middlesex University,2019/20,Postgraduate (research),640
10004351.0,Middlesex University,2019/20,Postgraduate (taught),2105
10004351.0,Middlesex University,2019/20,First degree,13305
10004351.0,Middlesex University,2019/20,Other undergraduate,365
10004351.0,Middlesex University,2018/19,Postgraduate (research),680
10004351.0,Middlesex University,2018/19,Postgraduate (taught),1935
10004351.0,Middlesex University,2018/19,First degree,13140
10004351.0,Middlesex University,2018/19,Other undergraduate,370
10004351.0,Middlesex University,2017/18,Postgraduate (research),740
10004351.0,Middlesex University,2017/18,Postgraduate (taught),1795
10004351.0,Middlesex University,2017/18,First degree,13165
10004351.0,Middlesex University,2017/18,Other undergraduate,415
10004351.0,Middlesex University,2016/17,Postgraduate (research),760
10004351.0,Middlesex University,2016/17,Postgraduate (taught),1830
10004351.0,Middlesex University,2016/17,First degree,12910
10004351.0,Middlesex University,2016/17,Other undergraduate,430
10004351.0,Middlesex University,2015/16,Postgraduate (research),750
10004351.0,Middlesex University,2015/16,Postgraduate (taught),1635
10004351.0,Middlesex University,2015/16,First degree,12595
10004351.0,Middlesex University,2015/16,Other undergraduate,425
10004351.0,Middlesex University,2014/15,Postgraduate (research),655
10004351.0,Middlesex University,2014/15,Postgraduate (taught),1790
10004351.0,Middlesex University,2014/15,First degree,11885
10004351.0,Middlesex University,2014/15,Other undergraduate,480
10004365.0,Millennium Performing Arts Ltd,2019/20,Postgraduate (research),0
10004365.0,Millennium Performing Arts Ltd,2019/20,Postgraduate (taught),0
10004365.0,Millennium Performing Arts Ltd,2019/20,First degree,45
10004365.0,Millennium Performing Arts Ltd,2019/20,Other undergraduate,0
10004365.0,Millennium Performing Arts Ltd,2018/19,Postgraduate (research),0
10004365.0,Millennium Performing Arts Ltd,2018/19,Postgraduate (taught),0
10004365.0,Millennium Performing Arts Ltd,2018/19,First degree,100
10004365.0,Millennium Performing Arts Ltd,2018/19,Other undergraduate,0
10004365.0,Millennium Performing Arts Ltd,2017/18,Postgraduate (research),0
10004365.0,Millennium Performing Arts Ltd,2017/18,Postgraduate (taught),0
10004365.0,Millennium Performing Arts Ltd,2017/18,First degree,105
10004365.0,Millennium Performing Arts Ltd,2017/18,Other undergraduate,0
10004365.0,Millennium Performing Arts Ltd,2016/17,Postgraduate (research),0
10004365.0,Millennium Performing Arts Ltd,2016/17,Postgraduate (taught),0
10004365.0,Millennium Performing Arts Ltd,2016/17,First degree,50
10004365.0,Millennium Performing Arts Ltd,2016/17,Other undergraduate,0
10004365.0,Millennium Performing Arts Ltd,2015/16,Postgraduate (research),0
10004365.0,Millennium Performing Arts Ltd,2015/16,Postgraduate (taught),0
10004365.0,Millennium Performing Arts Ltd,2015/16,First degree,20
10004365.0,Millennium Performing Arts Ltd,2015/16,Other undergraduate,0
10032277.0,The Minster Centre,2020/21,Postgraduate (research),0
10032277.0,The Minster Centre,2020/21,Postgraduate (taught),40
10032277.0,The Minster Centre,2020/21,First degree,0
10032277.0,The Minster Centre,2020/21,Other undergraduate,0
10032277.0,The Minster Centre,2019/20,Postgraduate (research),0
10032277.0,The Minster Centre,2019/20,Postgraduate (taught),35
10032277.0,The Minster Centre,2019/20,First degree,0
10032277.0,The Minster Centre,2019/20,Other undergraduate,0
10032277.0,The Minster Centre,2018/19,Postgraduate (research),0
10032277.0,The Minster Centre,2018/19,Postgraduate (taught),30
10032277.0,The Minster Centre,2018/19,First degree,0
10032277.0,The Minster Centre,2018/19,Other undergraduate,0
10032277.0,The Minster Centre,2017/18,Postgraduate (research),0
10032277.0,The Minster Centre,2017/18,Postgraduate (taught),35
10032277.0,The Minster Centre,2017/18,First degree,0
10032277.0,The Minster Centre,2017/18,Other undergraduate,0
10004450.0,Mountview Academy of Theatre Arts,2020/21,Postgraduate (research),0
10004450.0,Mountview Academy of Theatre Arts,2020/21,Postgraduate (taught),100
10004450.0,Mountview Academy of Theatre Arts,2020/21,First degree,305
10004450.0,Mountview Academy of Theatre Arts,2020/21,Other undergraduate,10
10004450.0,Mountview Academy of Theatre Arts,2019/20,Postgraduate (research),0
10004450.0,Mountview Academy of Theatre Arts,2019/20,Postgraduate (taught),95
10004450.0,Mountview Academy of Theatre Arts,2019/20,First degree,285
10004450.0,Mountview Academy of Theatre Arts,2019/20,Other undergraduate,10
10004450.0,Mountview Academy of Theatre Arts,2018/19,Postgraduate (research),0
10004450.0,Mountview Academy of Theatre Arts,2018/19,Postgraduate (taught),90
10004450.0,Mountview Academy of Theatre Arts,2018/19,First degree,280
10004450.0,Mountview Academy of Theatre Arts,2018/19,Other undergraduate,10
10004450.0,Mountview Academy of Theatre Arts,2017/18,Postgraduate (research),0
10004450.0,Mountview Academy of Theatre Arts,2017/18,Postgraduate (taught),90
10004450.0,Mountview Academy of Theatre Arts,2017/18,First degree,280
10004450.0,Mountview Academy of Theatre Arts,2017/18,Other undergraduate,5
10004450.0,Mountview Academy of Theatre Arts,2016/17,Postgraduate (research),0
10004450.0,Mountview Academy of Theatre Arts,2016/17,Postgraduate (taught),0
10004450.0,Mountview Academy of Theatre Arts,2016/17,First degree,290
10004450.0,Mountview Academy of Theatre Arts,2016/17,Other undergraduate,10
10004450.0,Mountview Academy of Theatre Arts,2015/16,Postgraduate (research),0
10004450.0,Mountview Academy of Theatre Arts,2015/16,Postgraduate (taught),0
10004450.0,Mountview Academy of Theatre Arts,2015/16,First degree,280
10004450.0,Mountview Academy of Theatre Arts,2015/16,Other undergraduate,15
10004450.0,Mountview Academy of Theatre Arts,2014/15,Postgraduate (research),0
10004450.0,Mountview Academy of Theatre Arts,2014/15,Postgraduate (taught),0
10004450.0,Mountview Academy of Theatre Arts,2014/15,First degree,290
10004450.0,Mountview Academy of Theatre Arts,2014/15,Other undergraduate,5
10023777.0,Mont Rose College of Management and Sciences,2020/21,Postgraduate (research),0
10023777.0,Mont Rose College of Management and Sciences,2020/21,Postgraduate (taught),0
10023777.0,Mont Rose College of Management and Sciences,2020/21,First degree,0
10023777.0,Mont Rose College of Management and Sciences,2020/21,Other undergraduate,785
10023777.0,Mont Rose College of Management and Sciences,2019/20,Postgraduate (research),0
10023777.0,Mont Rose College of Management and Sciences,2019/20,Postgraduate (taught),0
10023777.0,Mont Rose College of Management and Sciences,2019/20,First degree,0
10023777.0,Mont Rose College of Management and Sciences,2019/20,Other undergraduate,795
10023777.0,Mont Rose College of Management and Sciences,2018/19,Postgraduate (research),0
10023777.0,Mont Rose College of Management and Sciences,2018/19,Postgraduate (taught),0
10023777.0,Mont Rose College of Management and Sciences,2018/19,First degree,25
10023777.0,Mont Rose College of Management and Sciences,2018/19,Other undergraduate,985
10023777.0,Mont Rose College of Management and Sciences,2017/18,Postgraduate (research),0
10023777.0,Mont Rose College of Management and Sciences,2017/18,Postgraduate (taught),0
10023777.0,Mont Rose College of Management and Sciences,2017/18,First degree,195
10023777.0,Mont Rose College of Management and Sciences,2017/18,Other undergraduate,995
10023777.0,Mont Rose College of Management and Sciences,2016/17,Postgraduate (research),0
10023777.0,Mont Rose College of Management and Sciences,2016/17,Postgraduate (taught),0
10023777.0,Mont Rose College of Management and Sciences,2016/17,First degree,175
10023777.0,Mont Rose College of Management and Sciences,2016/17,Other undergraduate,780
10023777.0,Mont Rose College of Management and Sciences,2015/16,Postgraduate (research),0
10023777.0,Mont Rose College of Management and Sciences,2015/16,Postgraduate (taught),0
10023777.0,Mont Rose College of Management and Sciences,2015/16,First degree,45
10023777.0,Mont Rose College of Management and Sciences,2015/16,Other undergraduate,590
10023777.0,Mont Rose College of Management and Sciences,2014/15,Postgraduate (research),0
10023777.0,Mont Rose College of Management and Sciences,2014/15,Postgraduate (taught),0
10023777.0,Mont Rose College of Management and Sciences,2014/15,First degree,0
10023777.0,Mont Rose College of Management and Sciences,2014/15,Other undergraduate,595
10023454.0,Moorlands College,2020/21,Postgraduate (research),0
10023454.0,Moorlands College,2020/21,Postgraduate (taught),40
10023454.0,Moorlands College,2020/21,First degree,150
10023454.0,Moorlands College,2020/21,Other undergraduate,0
10023454.0,Moorlands College,2019/20,Postgraduate (research),0
10023454.0,Moorlands College,2019/20,Postgraduate (taught),35
10023454.0,Moorlands College,2019/20,First degree,160
10023454.0,Moorlands College,2019/20,Other undergraduate,0
10023454.0,Moorlands College,2018/19,Postgraduate (research),0
10023454.0,Moorlands College,2018/19,Postgraduate (taught),25
10023454.0,Moorlands College,2018/19,First degree,170
10023454.0,Moorlands College,2018/19,Other undergraduate,0
10023454.0,Moorlands College,2017/18,Postgraduate (research),0
10023454.0,Moorlands College,2017/18,Postgraduate (taught),25
10023454.0,Moorlands College,2017/18,First degree,175
10023454.0,Moorlands College,2017/18,Other undergraduate,0
10023454.0,Moorlands College,2016/17,Postgraduate (research),0
