UKPRN,HE provider,Academic Year,Level of study,Number
10005500.0,Robert Gordon University,2014/15,First degree,8015
10005500.0,Robert Gordon University,2014/15,Other undergraduate,85
10007776.0,Roehampton University,2020/21,Postgraduate (research),270
10007776.0,Roehampton University,2020/21,Postgraduate (taught),1780
10007776.0,Roehampton University,2020/21,First degree,9290
10007776.0,Roehampton University,2020/21,Other undergraduate,50
10007776.0,Roehampton University,2019/20,Postgraduate (research),250
10007776.0,Roehampton University,2019/20,Postgraduate (taught),1230
10007776.0,Roehampton University,2019/20,First degree,10025
10007776.0,Roehampton University,2019/20,Other undergraduate,65
10007776.0,Roehampton University,2018/19,Postgraduate (research),235
10007776.0,Roehampton University,2018/19,Postgraduate (taught),1080
10007776.0,Roehampton University,2018/19,First degree,9665
10007776.0,Roehampton University,2018/19,Other undergraduate,95
10007776.0,Roehampton University,2017/18,Postgraduate (research),240
10007776.0,Roehampton University,2017/18,Postgraduate (taught),980
10007776.0,Roehampton University,2017/18,First degree,9260
10007776.0,Roehampton University,2017/18,Other undergraduate,120
10007776.0,Roehampton University,2016/17,Postgraduate (research),210
10007776.0,Roehampton University,2016/17,Postgraduate (taught),915
10007776.0,Roehampton University,2016/17,First degree,7745
10007776.0,Roehampton University,2016/17,Other undergraduate,110
10007776.0,Roehampton University,2015/16,Postgraduate (research),240
10007776.0,Roehampton University,2015/16,Postgraduate (taught),965
10007776.0,Roehampton University,2015/16,First degree,6760
10007776.0,Roehampton University,2015/16,Other undergraduate,120
10007776.0,Roehampton University,2014/15,Postgraduate (research),235
10007776.0,Roehampton University,2014/15,Postgraduate (taught),925
10007776.0,Roehampton University,2014/15,First degree,5565
10007776.0,Roehampton University,2014/15,Other undergraduate,145
10005523.0,Rose Bruford College of Theatre and Performance,2020/21,Postgraduate (research),0
10005523.0,Rose Bruford College of Theatre and Performance,2020/21,Postgraduate (taught),70
10005523.0,Rose Bruford College of Theatre and Performance,2020/21,First degree,630
10005523.0,Rose Bruford College of Theatre and Performance,2020/21,Other undergraduate,0
10005523.0,Rose Bruford College of Theatre and Performance,2019/20,Postgraduate (research),0
10005523.0,Rose Bruford College of Theatre and Performance,2019/20,Postgraduate (taught),55
10005523.0,Rose Bruford College of Theatre and Performance,2019/20,First degree,595
10005523.0,Rose Bruford College of Theatre and Performance,2019/20,Other undergraduate,0
10005523.0,Rose Bruford College of Theatre and Performance,2018/19,Postgraduate (research),0
10005523.0,Rose Bruford College of Theatre and Performance,2018/19,Postgraduate (taught),55
10005523.0,Rose Bruford College of Theatre and Performance,2018/19,First degree,585
10005523.0,Rose Bruford College of Theatre and Performance,2018/19,Other undergraduate,0
10005523.0,Rose Bruford College of Theatre and Performance,2017/18,Postgraduate (research),0
10005523.0,Rose Bruford College of Theatre and Performance,2017/18,Postgraduate (taught),30
10005523.0,Rose Bruford College of Theatre and Performance,2017/18,First degree,605
10005523.0,Rose Bruford College of Theatre and Performance,2017/18,Other undergraduate,0
10005523.0,Rose Bruford College of Theatre and Performance,2016/17,Postgraduate (research),0
10005523.0,Rose Bruford College of Theatre and Performance,2016/17,Postgraduate (taught),20
10005523.0,Rose Bruford College of Theatre and Performance,2016/17,First degree,595
10005523.0,Rose Bruford College of Theatre and Performance,2016/17,Other undergraduate,0
10005523.0,Rose Bruford College of Theatre and Performance,2015/16,Postgraduate (research),0
10005523.0,Rose Bruford College of Theatre and Performance,2015/16,Postgraduate (taught),25
10005523.0,Rose Bruford College of Theatre and Performance,2015/16,First degree,605
10005523.0,Rose Bruford College of Theatre and Performance,2015/16,Other undergraduate,0
10005523.0,Rose Bruford College of Theatre and Performance,2014/15,Postgraduate (research),0
10005523.0,Rose Bruford College of Theatre and Performance,2014/15,Postgraduate (taught),30
10005523.0,Rose Bruford College of Theatre and Performance,2014/15,First degree,620
10005523.0,Rose Bruford College of Theatre and Performance,2014/15,Other undergraduate,0
10007835.0,Royal Academy of Music,2020/21,Postgraduate (research),20
10007835.0,Royal Academy of Music,2020/21,Postgraduate (taught),350
10007835.0,Royal Academy of Music,2020/21,First degree,410
10007835.0,Royal Academy of Music,2020/21,Other undergraduate,5
10007835.0,Royal Academy of Music,2019/20,Postgraduate (research),20
10007835.0,Royal Academy of Music,2019/20,Postgraduate (taught),390
10007835.0,Royal Academy of Music,2019/20,First degree,410
10007835.0,Royal Academy of Music,2019/20,Other undergraduate,0
10007835.0,Royal Academy of Music,2018/19,Postgraduate (research),25
10007835.0,Royal Academy of Music,2018/19,Postgraduate (taught),395
10007835.0,Royal Academy of Music,2018/19,First degree,430
10007835.0,Royal Academy of Music,2018/19,Other undergraduate,5
10007835.0,Royal Academy of Music,2017/18,Postgraduate (research),20
10007835.0,Royal Academy of Music,2017/18,Postgraduate (taught),390
10007835.0,Royal Academy of Music,2017/18,First degree,410
10007835.0,Royal Academy of Music,2017/18,Other undergraduate,5
10007835.0,Royal Academy of Music,2016/17,Postgraduate (research),20
10007835.0,Royal Academy of Music,2016/17,Postgraduate (taught),385
10007835.0,Royal Academy of Music,2016/17,First degree,395
10007835.0,Royal Academy of Music,2016/17,Other undergraduate,5
10007835.0,Royal Academy of Music,2015/16,Postgraduate (research),15
10007835.0,Royal Academy of Music,2015/16,Postgraduate (taught),365
10007835.0,Royal Academy of Music,2015/16,First degree,375
10007835.0,Royal Academy of Music,2015/16,Other undergraduate,0
10007835.0,Royal Academy of Music,2014/15,Postgraduate (research),15
10007835.0,Royal Academy of Music,2014/15,Postgraduate (taught),375
10007835.0,Royal Academy of Music,2014/15,First degree,355
10007835.0,Royal Academy of Music,2014/15,Other undergraduate,0
10005545.0,Royal Agricultural University,2020/21,Postgraduate (research),20
10005545.0,Royal Agricultural University,2020/21,Postgraduate (taught),130
10005545.0,Royal Agricultural University,2020/21,First degree,755
10005545.0,Royal Agricultural University,2020/21,Other undergraduate,195
10005545.0,Royal Agricultural University,2019/20,Postgraduate (research),10
10005545.0,Royal Agricultural University,2019/20,Postgraduate (taught),85
10005545.0,Royal Agricultural University,2019/20,First degree,745
10005545.0,Royal Agricultural University,2019/20,Other undergraduate,240
10005545.0,Royal Agricultural University,2018/19,Postgraduate (research),15
10005545.0,Royal Agricultural University,2018/19,Postgraduate (taught),85
10005545.0,Royal Agricultural University,2018/19,First degree,785
10005545.0,Royal Agricultural University,2018/19,Other undergraduate,235
10005545.0,Royal Agricultural University,2017/18,Postgraduate (research),15
10005545.0,Royal Agricultural University,2017/18,Postgraduate (taught),105
10005545.0,Royal Agricultural University,2017/18,First degree,785
10005545.0,Royal Agricultural University,2017/18,Other undergraduate,235
10005545.0,Royal Agricultural University,2016/17,Postgraduate (research),20
10005545.0,Royal Agricultural University,2016/17,Postgraduate (taught),155
10005545.0,Royal Agricultural University,2016/17,First degree,795
10005545.0,Royal Agricultural University,2016/17,Other undergraduate,205
10005545.0,Royal Agricultural University,2015/16,Postgraduate (research),20
10005545.0,Royal Agricultural University,2015/16,Postgraduate (taught),150
10005545.0,Royal Agricultural University,2015/16,First degree,760
10005545.0,Royal Agricultural University,2015/16,Other undergraduate,175
10005545.0,Royal Agricultural University,2014/15,Postgraduate (research),15
10005545.0,Royal Agricultural University,2014/15,Postgraduate (taught),160
10005545.0,Royal Agricultural University,2014/15,First degree,745
10005545.0,Royal Agricultural University,2014/15,Other undergraduate,165
10007777.0,Royal College of Art,2020/21,Postgraduate (research),120
10007777.0,Royal College of Art,2020/21,Postgraduate (taught),2135
10007777.0,Royal College of Art,2020/21,First degree,0
10007777.0,Royal College of Art,2020/21,Other undergraduate,115
10007777.0,Royal College of Art,2019/20,Postgraduate (research),120
10007777.0,Royal College of Art,2019/20,Postgraduate (taught),2215
10007777.0,Royal College of Art,2019/20,First degree,0
10007777.0,Royal College of Art,2019/20,Other undergraduate,95
10007777.0,Royal College of Art,2018/19,Postgraduate (research),145
10007777.0,Royal College of Art,2018/19,Postgraduate (taught),1965
10007777.0,Royal College of Art,2018/19,First degree,0
10007777.0,Royal College of Art,2018/19,Other undergraduate,75
10007777.0,Royal College of Art,2017/18,Postgraduate (research),140
10007777.0,Royal College of Art,2017/18,Postgraduate (taught),1820
10007777.0,Royal College of Art,2017/18,First degree,0
10007777.0,Royal College of Art,2017/18,Other undergraduate,5
10007777.0,Royal College of Art,2016/17,Postgraduate (research),145
10007777.0,Royal College of Art,2016/17,Postgraduate (taught),1640
10007777.0,Royal College of Art,2016/17,First degree,0
10007777.0,Royal College of Art,2016/17,Other undergraduate,0
10007777.0,Royal College of Art,2015/16,Postgraduate (research),140
10007777.0,Royal College of Art,2015/16,Postgraduate (taught),1375
10007777.0,Royal College of Art,2015/16,First degree,0
10007777.0,Royal College of Art,2015/16,Other undergraduate,0
10007777.0,Royal College of Art,2014/15,Postgraduate (research),130
10007777.0,Royal College of Art,2014/15,Postgraduate (taught),1225
10007777.0,Royal College of Art,2014/15,First degree,0
10007777.0,Royal College of Art,2014/15,Other undergraduate,0
10007778.0,Royal College of Music,2020/21,Postgraduate (research),30
10007778.0,Royal College of Music,2020/21,Postgraduate (taught),390
10007778.0,Royal College of Music,2020/21,First degree,450
10007778.0,Royal College of Music,2020/21,Other undergraduate,5
10007778.0,Royal College of Music,2019/20,Postgraduate (research),25
10007778.0,Royal College of Music,2019/20,Postgraduate (taught),395
10007778.0,Royal College of Music,2019/20,First degree,425
10007778.0,Royal College of Music,2019/20,Other undergraduate,5
10007778.0,Royal College of Music,2018/19,Postgraduate (research),25
10007778.0,Royal College of Music,2018/19,Postgraduate (taught),350
10007778.0,Royal College of Music,2018/19,First degree,415
10007778.0,Royal College of Music,2018/19,Other undergraduate,0
10007778.0,Royal College of Music,2017/18,Postgraduate (research),25
10007778.0,Royal College of Music,2017/18,Postgraduate (taught),365
10007778.0,Royal College of Music,2017/18,First degree,415
10007778.0,Royal College of Music,2017/18,Other undergraduate,5
10007778.0,Royal College of Music,2016/17,Postgraduate (research),20
10007778.0,Royal College of Music,2016/17,Postgraduate (taught),335
10007778.0,Royal College of Music,2016/17,First degree,410
10007778.0,Royal College of Music,2016/17,Other undergraduate,5
10007778.0,Royal College of Music,2015/16,Postgraduate (research),25
10007778.0,Royal College of Music,2015/16,Postgraduate (taught),320
10007778.0,Royal College of Music,2015/16,First degree,420
10007778.0,Royal College of Music,2015/16,Other undergraduate,10
10007778.0,Royal College of Music,2014/15,Postgraduate (research),25
10007778.0,Royal College of Music,2014/15,Postgraduate (taught),335
10007778.0,Royal College of Music,2014/15,First degree,415
10007778.0,Royal College of Music,2014/15,Other undergraduate,10
10005561.0,Royal Conservatoire of Scotland,2020/21,Postgraduate (research),25
10005561.0,Royal Conservatoire of Scotland,2020/21,Postgraduate (taught),265
10005561.0,Royal Conservatoire of Scotland,2020/21,First degree,895
10005561.0,Royal Conservatoire of Scotland,2020/21,Other undergraduate,5
10005561.0,Royal Conservatoire of Scotland,2019/20,Postgraduate (research),25
10005561.0,Royal Conservatoire of Scotland,2019/20,Postgraduate (taught),260
10005561.0,Royal Conservatoire of Scotland,2019/20,First degree,890
10005561.0,Royal Conservatoire of Scotland,2019/20,Other undergraduate,0
10005561.0,Royal Conservatoire of Scotland,2018/19,Postgraduate (research),20
10005561.0,Royal Conservatoire of Scotland,2018/19,Postgraduate (taught),255
10005561.0,Royal Conservatoire of Scotland,2018/19,First degree,900
10005561.0,Royal Conservatoire of Scotland,2018/19,Other undergraduate,0
10005561.0,Royal Conservatoire of Scotland,2017/18,Postgraduate (research),20
10005561.0,Royal Conservatoire of Scotland,2017/18,Postgraduate (taught),245
10005561.0,Royal Conservatoire of Scotland,2017/18,First degree,890
10005561.0,Royal Conservatoire of Scotland,2017/18,Other undergraduate,0
10005561.0,Royal Conservatoire of Scotland,2016/17,Postgraduate (research),15
10005561.0,Royal Conservatoire of Scotland,2016/17,Postgraduate (taught),260
10005561.0,Royal Conservatoire of Scotland,2016/17,First degree,830
10005561.0,Royal Conservatoire of Scotland,2016/17,Other undergraduate,0
10005561.0,Royal Conservatoire of Scotland,2015/16,Postgraduate (research),10
10005561.0,Royal Conservatoire of Scotland,2015/16,Postgraduate (taught),220
10005561.0,Royal Conservatoire of Scotland,2015/16,First degree,805
10005561.0,Royal Conservatoire of Scotland,2015/16,Other undergraduate,0
10005561.0,Royal Conservatoire of Scotland,2014/15,Postgraduate (research),10
10005561.0,Royal Conservatoire of Scotland,2014/15,Postgraduate (taught),175
10005561.0,Royal Conservatoire of Scotland,2014/15,First degree,780
10005561.0,Royal Conservatoire of Scotland,2014/15,Other undergraduate,0
10007816.0,The Royal Central School of Speech and Drama,2020/21,Postgraduate (research),20
10007816.0,The Royal Central School of Speech and Drama,2020/21,Postgraduate (taught),305
10007816.0,The Royal Central School of Speech and Drama,2020/21,First degree,670
10007816.0,The Royal Central School of Speech and Drama,2020/21,Other undergraduate,0
10007816.0,The Royal Central School of Speech and Drama,2019/20,Postgraduate (research),15
10007816.0,The Royal Central School of Speech and Drama,2019/20,Postgraduate (taught),355
10007816.0,The Royal Central School of Speech and Drama,2019/20,First degree,680
10007816.0,The Royal Central School of Speech and Drama,2019/20,Other undergraduate,0
10007816.0,The Royal Central School of Speech and Drama,2018/19,Postgraduate (research),15
10007816.0,The Royal Central School of Speech and Drama,2018/19,Postgraduate (taught),345
10007816.0,The Royal Central School of Speech and Drama,2018/19,First degree,640
10007816.0,The Royal Central School of Speech and Drama,2018/19,Other undergraduate,0
10007816.0,The Royal Central School of Speech and Drama,2017/18,Postgraduate (research),15
10007816.0,The Royal Central School of Speech and Drama,2017/18,Postgraduate (taught),340
10007816.0,The Royal Central School of Speech and Drama,2017/18,First degree,665
10007816.0,The Royal Central School of Speech and Drama,2017/18,Other undergraduate,0
10007816.0,The Royal Central School of Speech and Drama,2016/17,Postgraduate (research),15
10007816.0,The Royal Central School of Speech and Drama,2016/17,Postgraduate (taught),340
10007816.0,The Royal Central School of Speech and Drama,2016/17,First degree,650
10007816.0,The Royal Central School of Speech and Drama,2016/17,Other undergraduate,0
10007816.0,The Royal Central School of Speech and Drama,2015/16,Postgraduate (research),15
10007816.0,The Royal Central School of Speech and Drama,2015/16,Postgraduate (taught),300
10007816.0,The Royal Central School of Speech and Drama,2015/16,First degree,640
10007816.0,The Royal Central School of Speech and Drama,2015/16,Other undergraduate,0
10007816.0,The Royal Central School of Speech and Drama,2014/15,Postgraduate (research),20
10007816.0,The Royal Central School of Speech and Drama,2014/15,Postgraduate (taught),280
10007816.0,The Royal Central School of Speech and Drama,2014/15,First degree,625
10007816.0,The Royal Central School of Speech and Drama,2014/15,Other undergraduate,0
10005553.0,Royal Holloway and Bedford New College,2020/21,Postgraduate (research),550
10005553.0,Royal Holloway and Bedford New College,2020/21,Postgraduate (taught),1795
10005553.0,Royal Holloway and Bedford New College,2020/21,First degree,9175
10005553.0,Royal Holloway and Bedford New College,2020/21,Other undergraduate,0
10005553.0,Royal Holloway and Bedford New College,2019/20,Postgraduate (research),620
10005553.0,Royal Holloway and Bedford New College,2019/20,Postgraduate (taught),1855
10005553.0,Royal Holloway and Bedford New College,2019/20,First degree,8295
10005553.0,Royal Holloway and Bedford New College,2019/20,Other undergraduate,0
10005553.0,Royal Holloway and Bedford New College,2018/19,Postgraduate (research),640
10005553.0,Royal Holloway and Bedford New College,2018/19,Postgraduate (taught),1800
10005553.0,Royal Holloway and Bedford New College,2018/19,First degree,7860
10005553.0,Royal Holloway and Bedford New College,2018/19,Other undergraduate,10
10005553.0,Royal Holloway and Bedford New College,2017/18,Postgraduate (research),620
10005553.0,Royal Holloway and Bedford New College,2017/18,Postgraduate (taught),1645
10005553.0,Royal Holloway and Bedford New College,2017/18,First degree,7485
10005553.0,Royal Holloway and Bedford New College,2017/18,Other undergraduate,35
10005553.0,Royal Holloway and Bedford New College,2016/17,Postgraduate (research),615
10005553.0,Royal Holloway and Bedford New College,2016/17,Postgraduate (taught),1655
10005553.0,Royal Holloway and Bedford New College,2016/17,First degree,7250
10005553.0,Royal Holloway and Bedford New College,2016/17,Other undergraduate,60
10005553.0,Royal Holloway and Bedford New College,2015/16,Postgraduate (research),630
10005553.0,Royal Holloway and Bedford New College,2015/16,Postgraduate (taught),1510
10005553.0,Royal Holloway and Bedford New College,2015/16,First degree,7010
10005553.0,Royal Holloway and Bedford New College,2015/16,Other undergraduate,105
10005553.0,Royal Holloway and Bedford New College,2014/15,Postgraduate (research),635
10005553.0,Royal Holloway and Bedford New College,2014/15,Postgraduate (taught),1640
10005553.0,Royal Holloway and Bedford New College,2014/15,First degree,6775
10005553.0,Royal Holloway and Bedford New College,2014/15,Other undergraduate,75
10007837.0,Royal Northern College of Music,2020/21,Postgraduate (research),25
10007837.0,Royal Northern College of Music,2020/21,Postgraduate (taught),255
10007837.0,Royal Northern College of Music,2020/21,First degree,585
10007837.0,Royal Northern College of Music,2020/21,Other undergraduate,10
10007837.0,Royal Northern College of Music,2019/20,Postgraduate (research),25
10007837.0,Royal Northern College of Music,2019/20,Postgraduate (taught),255
10007837.0,Royal Northern College of Music,2019/20,First degree,580
10007837.0,Royal Northern College of Music,2019/20,Other undergraduate,10
10007837.0,Royal Northern College of Music,2018/19,Postgraduate (research),20
10007837.0,Royal Northern College of Music,2018/19,Postgraduate (taught),230
10007837.0,Royal Northern College of Music,2018/19,First degree,600
10007837.0,Royal Northern College of Music,2018/19,Other undergraduate,10
10007837.0,Royal Northern College of Music,2017/18,Postgraduate (research),20
10007837.0,Royal Northern College of Music,2017/18,Postgraduate (taught),210
10007837.0,Royal Northern College of Music,2017/18,First degree,595
10007837.0,Royal Northern College of Music,2017/18,Other undergraduate,10
10007837.0,Royal Northern College of Music,2016/17,Postgraduate (research),15
10007837.0,Royal Northern College of Music,2016/17,Postgraduate (taught),195
10007837.0,Royal Northern College of Music,2016/17,First degree,615
10007837.0,Royal Northern College of Music,2016/17,Other undergraduate,15
10007837.0,Royal Northern College of Music,2015/16,Postgraduate (research),10
10007837.0,Royal Northern College of Music,2015/16,Postgraduate (taught),180
10007837.0,Royal Northern College of Music,2015/16,First degree,595
10007837.0,Royal Northern College of Music,2015/16,Other undergraduate,10
10007837.0,Royal Northern College of Music,2014/15,Postgraduate (research),10
10007837.0,Royal Northern College of Music,2014/15,Postgraduate (taught),180
10007837.0,Royal Northern College of Music,2014/15,First degree,575
10007837.0,Royal Northern College of Music,2014/15,Other undergraduate,15
10007779.0,The Royal Veterinary College,2020/21,Postgraduate (research),100
10007779.0,The Royal Veterinary College,2020/21,Postgraduate (taught),160
10007779.0,The Royal Veterinary College,2020/21,First degree,1915
10007779.0,The Royal Veterinary College,2020/21,Other undergraduate,110
10007779.0,The Royal Veterinary College,2019/20,Postgraduate (research),95
10007779.0,The Royal Veterinary College,2019/20,Postgraduate (taught),180
10007779.0,The Royal Veterinary College,2019/20,First degree,1885
10007779.0,The Royal Veterinary College,2019/20,Other undergraduate,100
10007779.0,The Royal Veterinary College,2018/19,Postgraduate (research),90
10007779.0,The Royal Veterinary College,2018/19,Postgraduate (taught),170
10007779.0,The Royal Veterinary College,2018/19,First degree,1895
10007779.0,The Royal Veterinary College,2018/19,Other undergraduate,115
10007779.0,The Royal Veterinary College,2017/18,Postgraduate (research),85
10007779.0,The Royal Veterinary College,2017/18,Postgraduate (taught),160
10007779.0,The Royal Veterinary College,2017/18,First degree,1820
10007779.0,The Royal Veterinary College,2017/18,Other undergraduate,120
10007779.0,The Royal Veterinary College,2016/17,Postgraduate (research),95
10007779.0,The Royal Veterinary College,2016/17,Postgraduate (taught),150
10007779.0,The Royal Veterinary College,2016/17,First degree,1715
10007779.0,The Royal Veterinary College,2016/17,Other undergraduate,105
10007779.0,The Royal Veterinary College,2015/16,Postgraduate (research),100
10007779.0,The Royal Veterinary College,2015/16,Postgraduate (taught),150
10007779.0,The Royal Veterinary College,2015/16,First degree,1630
10007779.0,The Royal Veterinary College,2015/16,Other undergraduate,85
10007779.0,The Royal Veterinary College,2014/15,Postgraduate (research),95
10007779.0,The Royal Veterinary College,2014/15,Postgraduate (taught),145
10007779.0,The Royal Veterinary College,2014/15,First degree,1525
10007779.0,The Royal Veterinary College,2014/15,Other undergraduate,80
10007803.0,The University of St. Andrews,2020/21,Postgraduate (research),980
10007803.0,The University of St. Andrews,2020/21,Postgraduate (taught),1200
10007803.0,The University of St. Andrews,2020/21,First degree,8135
10007803.0,The University of St. Andrews,2020/21,Other undergraduate,165
10007803.0,The University of St. Andrews,2019/20,Postgraduate (research),895
10007803.0,The University of St. Andrews,2019/20,Postgraduate (taught),960
10007803.0,The University of St. Andrews,2019/20,First degree,7620
10007803.0,The University of St. Andrews,2019/20,Other undergraduate,165
10007803.0,The University of St. Andrews,2018/19,Postgraduate (research),905
10007803.0,The University of St. Andrews,2018/19,Postgraduate (taught),965
10007803.0,The University of St. Andrews,2018/19,First degree,7470
10007803.0,The University of St. Andrews,2018/19,Other undergraduate,200
10007803.0,The University of St. Andrews,2017/18,Postgraduate (research),890
10007803.0,The University of St. Andrews,2017/18,Postgraduate (taught),1045
10007803.0,The University of St. Andrews,2017/18,First degree,7460
10007803.0,The University of St. Andrews,2017/18,Other undergraduate,215
10007803.0,The University of St. Andrews,2016/17,Postgraduate (research),890
10007803.0,The University of St. Andrews,2016/17,Postgraduate (taught),1035
10007803.0,The University of St. Andrews,2016/17,First degree,7220
10007803.0,The University of St. Andrews,2016/17,Other undergraduate,140
10007803.0,The University of St. Andrews,2015/16,Postgraduate (research),920
10007803.0,The University of St. Andrews,2015/16,Postgraduate (taught),925
10007803.0,The University of St. Andrews,2015/16,First degree,6955
10007803.0,The University of St. Andrews,2015/16,Other undergraduate,185
10007803.0,The University of St. Andrews,2014/15,Postgraduate (research),875
10007803.0,The University of St. Andrews,2014/15,Postgraduate (taught),910
10007803.0,The University of St. Andrews,2014/15,First degree,6900
10007803.0,The University of St. Andrews,2014/15,Other undergraduate,170
10007839.0,SAE Education Limited,2020/21,Postgraduate (research),0
10007839.0,SAE Education Limited,2020/21,Postgraduate (taught),10
10007839.0,SAE Education Limited,2020/21,First degree,915
10007839.0,SAE Education Limited,2020/21,Other undergraduate,0
10007839.0,SAE Education Limited,2019/20,Postgraduate (research),0
10007839.0,SAE Education Limited,2019/20,Postgraduate (taught),5
10007839.0,SAE Education Limited,2019/20,First degree,855
10007839.0,SAE Education Limited,2019/20,Other undergraduate,0
10007839.0,SAE Education Limited,2018/19,Postgraduate (research),0
10007839.0,SAE Education Limited,2018/19,Postgraduate (taught),0
10007839.0,SAE Education Limited,2018/19,First degree,890
10007839.0,SAE Education Limited,2018/19,Other undergraduate,0
10007839.0,SAE Education Limited,2017/18,Postgraduate (research),0
10007839.0,SAE Education Limited,2017/18,Postgraduate (taught),5
10007839.0,SAE Education Limited,2017/18,First degree,920
10007839.0,SAE Education Limited,2017/18,Other undergraduate,0
10007839.0,SAE Education Limited,2016/17,Postgraduate (research),0
10007839.0,SAE Education Limited,2016/17,Postgraduate (taught),0
10007839.0,SAE Education Limited,2016/17,First degree,965
10007839.0,SAE Education Limited,2016/17,Other undergraduate,0
10007839.0,SAE Education Limited,2015/16,Postgraduate (research),0
10007839.0,SAE Education Limited,2015/16,Postgraduate (taught),0
10007839.0,SAE Education Limited,2015/16,First degree,1115
10007839.0,SAE Education Limited,2015/16,Other undergraduate,0
10007839.0,SAE Education Limited,2014/15,Postgraduate (research),0
10007839.0,SAE Education Limited,2014/15,Postgraduate (taught),0
10007839.0,SAE Education Limited,2014/15,First degree,950
10007839.0,SAE Education Limited,2014/15,Other undergraduate,215
10007782.0,"St George's, University of London",2020/21,Postgraduate (research),70
10007782.0,"St George's, University of London",2020/21,Postgraduate (taught),485
10007782.0,"St George's, University of London",2020/21,First degree,3130
10007782.0,"St George's, University of London",2020/21,Other undergraduate,65
10007782.0,"St George's, University of London",2019/20,Postgraduate (research),70
10007782.0,"St George's, University of London",2019/20,Postgraduate (taught),360
10007782.0,"St George's, University of London",2019/20,First degree,2995
10007782.0,"St George's, University of London",2019/20,Other undergraduate,110
10007782.0,"St George's, University of London",2018/19,Postgraduate (research),75
10007782.0,"St George's, University of London",2018/19,Postgraduate (taught),360
10007782.0,"St George's, University of London",2018/19,First degree,2900
10007782.0,"St George's, University of London",2018/19,Other undergraduate,215
10007782.0,"St George's, University of London",2017/18,Postgraduate (research),90
10007782.0,"St George's, University of London",2017/18,Postgraduate (taught),380
10007782.0,"St George's, University of London",2017/18,First degree,2785
10007782.0,"St George's, University of London",2017/18,Other undergraduate,220
10007782.0,"St George's, University of London",2016/17,Postgraduate (research),85
10007782.0,"St George's, University of London",2016/17,Postgraduate (taught),320
10007782.0,"St George's, University of London",2016/17,First degree,2640
10007782.0,"St George's, University of London",2016/17,Other undergraduate,220
10007782.0,"St George's, University of London",2015/16,Postgraduate (research),85
10007782.0,"St George's, University of London",2015/16,Postgraduate (taught),265
10007782.0,"St George's, University of London",2015/16,First degree,2465
10007782.0,"St George's, University of London",2015/16,Other undergraduate,420
10007782.0,"St George's, University of London",2014/15,Postgraduate (research),90
10007782.0,"St George's, University of London",2014/15,Postgraduate (taught),275
10007782.0,"St George's, University of London",2014/15,First degree,2385
10007782.0,"St George's, University of London",2014/15,Other undergraduate,425
10008026.0,St Mary's University College,2020/21,Postgraduate (research),0
10008026.0,St Mary's University College,2020/21,Postgraduate (taught),70
10008026.0,St Mary's University College,2020/21,First degree,875
10008026.0,St Mary's University College,2020/21,Other undergraduate,0
10008026.0,St Mary's University College,2019/20,Postgraduate (research),0
10008026.0,St Mary's University College,2019/20,Postgraduate (taught),65
10008026.0,St Mary's University College,2019/20,First degree,830
10008026.0,St Mary's University College,2019/20,Other undergraduate,0
10008026.0,St Mary's University College,2018/19,Postgraduate (research),0
10008026.0,St Mary's University College,2018/19,Postgraduate (taught),60
10008026.0,St Mary's University College,2018/19,First degree,855
10008026.0,St Mary's University College,2018/19,Other undergraduate,0
10008026.0,St Mary's University College,2017/18,Postgraduate (research),0
10008026.0,St Mary's University College,2017/18,Postgraduate (taught),50
10008026.0,St Mary's University College,2017/18,First degree,845
10008026.0,St Mary's University College,2017/18,Other undergraduate,0
10008026.0,St Mary's University College,2016/17,Postgraduate (research),0
10008026.0,St Mary's University College,2016/17,Postgraduate (taught),50
10008026.0,St Mary's University College,2016/17,First degree,840
10008026.0,St Mary's University College,2016/17,Other undergraduate,0
10008026.0,St Mary's University College,2015/16,Postgraduate (research),0
10008026.0,St Mary's University College,2015/16,Postgraduate (taught),50
10008026.0,St Mary's University College,2015/16,First degree,850
10008026.0,St Mary's University College,2015/16,Other undergraduate,0
10008026.0,St Mary's University College,2014/15,Postgraduate (research),0
10008026.0,St Mary's University College,2014/15,Postgraduate (taught),70
10008026.0,St Mary's University College,2014/15,First degree,845
10008026.0,St Mary's University College,2014/15,Other undergraduate,0
10007843.0,"St Mary's University, Twickenham",2020/21,Postgraduate (research),75
10007843.0,"St Mary's University, Twickenham",2020/21,Postgraduate (taught),1345
10007843.0,"St Mary's University, Twickenham",2020/21,First degree,3030
10007843.0,"St Mary's University, Twickenham",2020/21,Other undergraduate,240
10007843.0,"St Mary's University, Twickenham",2019/20,Postgraduate (research),75
10007843.0,"St Mary's University, Twickenham",2019/20,Postgraduate (taught),1165
10007843.0,"St Mary's University, Twickenham",2019/20,First degree,3225
10007843.0,"St Mary's University, Twickenham",2019/20,Other undergraduate,225
10007843.0,"St Mary's University, Twickenham",2018/19,Postgraduate (research),80
10007843.0,"St Mary's University, Twickenham",2018/19,Postgraduate (taught),995
10007843.0,"St Mary's University, Twickenham",2018/19,First degree,3070
10007843.0,"St Mary's University, Twickenham",2018/19,Other undergraduate,220
10007843.0,"St Mary's University, Twickenham",2017/18,Postgraduate (research),60
10007843.0,"St Mary's University, Twickenham",2017/18,Postgraduate (taught),840
10007843.0,"St Mary's University, Twickenham",2017/18,First degree,3390
